0;39
0;8
0;28
0;27
0;38
0;7
0;26
0;27
0;7
0;10
0;27
0;14
0;30
0;3
0;14
0;20
0;6
0;21
0;20
0;41
0;18
0;36
0;41
0;6
0;12
0;36
0;6
0;18
0;36
0;13
0;18
0;12
0;34
0;1
0;13
0;15
0;29
0;22
0;25
0;15
0;31
0;16
0;11
0;15
0;16
0;17
0;29
0;5
0;24
0;15
0;17
0;5
0;15
0;33
0;5
1;21
1;34
1;6
1;20
1;13
1;18
1;12
1;41
1;37
1;18
1;41
1;36
1;18
1;9
1;36
1;12
1;9
1;41
1;14
1;0
1;7
1;26
1;27
1;7
1;14
1;28
1;0
1;27
1;14
1;30
1;8
1;3
1;14
1;8
1;38
1;7
1;27
1;0
1;15
1;4
1;5
1;16
1;35
1;15
1;5
1;33
1;24
1;17
1;29
1;11
1;5
1;4
1;2
1;15
2;17
2;15
2;24
2;29
2;31
2;22
2;4
2;19
2;16
2;5
2;35
2;14
2;0
2;41
2;37
2;12
2;1
2;41
2;9
2;0
3;30
3;14
3;0
3;7
3;38
3;26
3;0
3;18
3;1
3;6
3;18
3;34
3;6
3;20
3;9
3;15
3;4
3;33
3;15
3;24
3;17
3;29
3;22
3;25
3;4
4;32
4;11
4;22
4;29
4;33
4;15
4;17
4;29
4;15
4;31
4;29
4;24
4;2
4;25
4;5
4;16
4;25
4;35
4;19
4;16
4;35
4;26
4;38
4;20
4;26
4;13
4;14
4;6
4;23
4;10
4;39
4;28
4;7
4;14
4;6
4;0
4;14
4;18
4;41
4;20
4;13
5;25
5;16
5;35
5;19
5;15
5;4
5;32
5;15
5;22
5;17
5;29
5;11
5;24
5;29
5;33
5;24
5;17
5;32
5;4
5;22
5;17
5;29
5;15
5;33
5;14
5;26
5;28
5;27
5;14
5;20
5;6
5;18
5;14
5;8
5;0
5;14
5;6
5;41
5;0
5;12
5;6
5;0
5;20
5;13
6;34
6;21
6;1
6;34
6;20
6;13
6;23
6;20
6;41
6;18
6;12
6;41
6;36
6;12
6;37
6;9
6;18
6;14
6;26
6;38
6;7
6;28
6;14
6;10
6;39
6;28
6;0
6;30
6;8
6;14
6;30
6;26
6;27
6;0
6;14
6;3
6;0
6;15
6;25
6;29
6;15
6;4
6;11
6;16
6;4
6;22
6;5
6;24
6;19
6;11
6;16
6;24
6;17
6;29
6;11
6;5
6;15
7;10
7;38
7;27
7;26
7;40
7;27
7;28
7;39
7;0
7;8
7;28
7;0
7;14
7;30
7;3
7;14
7;20
7;21
7;13
7;41
7;20
7;6
7;23
7;20
7;18
7;13
7;12
7;1
7;6
7;9
7;15
7;25
7;4
7;15
7;31
7;4
7;24
7;5
8;39
8;0
8;28
8;26
8;7
8;10
8;38
8;27
8;14
8;30
8;3
8;14
8;18
8;6
8;13
8;20
8;21
8;41
8;13
8;12
8;1
8;15
8;4
8;16
8;5
8;15
8;19
9;36
9;12
9;18
9;37
9;41
9;1
9;23
9;20
9;1
9;6
9;14
9;0
9;3
9;30
9;14
9;7
9;15
9;2
9;4
9;35
9;16
9;15
10;7
10;38
10;26
10;27
10;28
10;39
10;0
10;8
10;14
10;30
10;20
10;23
10;21
10;41
10;20
10;18
10;15
10;5
11;32
11;4
11;22
11;15
11;17
11;33
11;29
11;15
11;31
11;24
11;15
11;17
11;24
11;33
11;17
11;2
11;25
11;5
11;16
11;25
11;35
11;19
11;16
11;14
11;41
11;20
11;14
11;0
11;6
11;12
11;1
11;3
11;0
12;36
12;9
12;18
12;41
12;37
12;20
12;6
12;13
12;20
12;34
12;1
12;13
12;34
12;6
12;13
12;14
12;0
12;7
12;30
12;14
12;7
12;8
12;3
12;0
12;14
12;15
12;4
12;35
12;16
12;15
12;5
12;19
12;2
12;4
12;15
13;23
13;20
13;21
13;34
13;6
13;21
13;1
13;6
13;41
13;18
13;36
13;12
13;9
13;14
13;27
13;7
13;14
13;8
13;0
13;3
13;15
13;29
13;4
13;25
13;15
13;17
13;4
13;15
13;5
13;19
13;4
13;5
14;30
14;3
14;27
14;26
14;38
14;27
14;28
14;38
14;7
14;28
14;26
14;7
14;40
14;26
14;38
14;40
14;10
14;38
14;7
14;10
14;27
14;7
14;20
14;41
14;21
14;13
14;20
14;21
14;34
14;20
14;41
14;34
14;6
14;41
14;21
14;6
14;23
14;21
14;18
14;23
14;36
14;18
14;25
14;15
14;5
14;25
14;4
14;32
14;5
14;17
14;15
14;29
14;4
14;15
14;22
14;32
14;4
14;22
14;33
14;29
14;25
14;4
15;33
15;24
15;17
15;2
15;29
15;31
15;32
15;4
15;22
15;32
15;11
15;22
15;25
15;5
15;16
15;25
15;35
15;16
15;19
15;35
15;5
15;26
15;21
15;20
15;41
15;26
15;14
15;20
15;26
15;27
15;38
15;20
15;21
15;14
15;13
15;20
15;14
15;27
15;20
15;28
15;27
16;5
16;25
16;35
16;19
16;15
16;4
16;32
16;22
16;15
16;11
16;14
16;41
16;6
16;0
16;14
16;8
16;36
16;14
16;6
16;1
16;41
16;20
16;37
16;41
16;21
16;37
16;28
16;26
16;0
16;9
17;2
17;33
17;15
17;24
17;33
17;29
17;31
17;32
17;4
17;22
17;11
17;32
17;22
17;25
17;35
