0;1220
0;1207
0;5453
0;9931
0;1032
0;1850
0;9931
0;4873
0;3345
0;5586
0;4384
0;5792
0;1378
0;1096
0;8511
0;7930
0;2459
0;5900
0;162
0;5186
0;5503
0;4134
0;7819
0;2506
0;3961
0;9561
0;7798
0;3081
0;3896
0;6923
0;9417
0;4784
1;3440
1;4662
1;8857
1;3259
1;4784
1;9302
1;3259
1;6021
1;9417
1;9202
1;6021
1;3081
1;1454
1;2156
1;9566
1;521
1;6880
1;4542
1;1223
1;972
1;427
1;1163
1;2662
1;4279
1;7263
1;6605
1;6097
1;5499
1;1138
1;7930
1;8511
1;2947
2;1220
2;1207
2;5453
2;9931
2;1032
2;1850
2;9931
2;4873
2;3345
2;5586
2;4384
2;4873
2;1378
2;1096
2;8511
2;7930
2;2947
2;5347
2;1944
2;156
2;4134
2;162
2;4318
2;2776
2;3002
2;3334
2;9192
2;6710
3;9318
3;6016
3;5930
3;1895
3;1102
3;2309
3;1895
3;7072
3;9460
3;3514
3;4611
3;7072
3;3497
3;5876
3;4129
3;7923
3;297
3;3063
3;5881
3;3239
3;6097
3;2662
3;7449
3;6923
3;3081
3;6021
3;3259
3;5641
3;3092
3;4633
3;4782
3;5002
4;3961
4;2506
4;7819
4;4465
4;9561
4;6355
4;4465
4;4048
4;8885
4;7307
4;2282
4;4318
4;2795
4;4788
4;4633
4;5641
4;2527
4;6535
4;7441
4;7024
4;3883
4;3555
4;1163
4;8257
4;5786
4;502
4;6710
5;3956
5;417
5;6684
5;3486
5;4351
5;9968
5;3486
5;872
5;9542
5;4714
5;9754
5;1775
5;3063
5;5881
5;6290
5;5457
5;2662
5;9460
5;3514
5;4611
5;7072
5;1895
5;7449
5;6923
5;3081
5;6021
5;3259
5;4318
6;479
6;5792
6;4873
6;3345
6;5586
6;4384
6;4260
6;1207
6;5453
6;4260
6;1032
6;1378
6;1096
6;8511
6;7930
6;2947
6;9325
6;7788
6;1304
6;4679
6;1309
6;655
6;3431
6;7777
6;4048
6;2506
6;9898
6;8151
6;8383
6;4223
6;6506
7;4633
7;3092
7;5641
7;4782
7;7414
7;2598
7;4782
7;5002
7;1554
7;6718
7;2795
7;5002
7;838
7;5323
7;5867
7;1356
7;8157
7;3594
7;2198
7;7179
7;2624
7;4318
7;6535
7;7441
7;7024
7;1309
7;3555
7;8983
7;4636
7;3188
7;5077
7;2776
8;5028
8;5786
8;6483
8;1163
8;5746
8;8257
8;1163
8;972
8;4542
8;1223
8;972
8;2101
8;1007
8;3334
8;2776
8;8912
8;5077
8;1454
8;2156
8;3811
8;8196
8;583
8;4351
8;3486
8;9968
8;9692
8;872
8;655
8;3431
8;7777
8;4048
8;9561
9;9738
9;5582
9;2912
9;4318
9;2417
9;3594
9;2198
9;2417
9;9209
9;9561
9;4048
9;8885
9;7798
9;7777
9;5641
9;4788
9;4633
9;5641
9;4782
9;6535
9;7441
9;7024
9;1309
9;9325
9;4542
9;1223
9;972
9;427
9;5786
10;1650
10;5323
10;838
10;5668
10;6028
10;3243
10;5668
10;3168
10;8157
10;4753
10;3168
10;1952
10;1554
10;6718
10;2795
10;5002
10;4633
10;4318
10;1309
10;5622
10;3883
10;6535
10;3555
10;5834
10;8726
10;6880
10;3544
10;521
11;1944
11;156
11;2496
11;4134
11;9285
11;5239
11;4134
11;162
11;3646
11;5900
11;162
11;1097
11;9325
11;7788
11;1304
11;3555
11;6535
11;1378
11;1096
11;8511
11;7930
11;2947
11;1554
11;6718
11;8033
11;5002
11;4633
11;583
11;6880
11;5834
11;3544
11;521
12;1309
12;3883
12;7094
12;6535
12;7441
12;7024
12;6535
12;3555
12;9325
12;7788
12;1304
12;3555
12;5347
12;1944
12;156
12;4134
12;3646
12;6652
12;2459
12;1686
12;2947
12;7930
12;1554
12;6718
12;8033
12;5002
12;4633
12;3956
12;9692
12;417
12;3486
12;872
13;5693
13;4679
13;6824
13;1304
13;9325
13;7788
13;1304
13;1309
13;5622
13;7094
13;6535
13;5347
13;1944
13;156
13;4134
13;162
13;1378
13;1096
13;8511
13;7930
13;1967
13;512
13;9209
13;2624
13;2417
13;4318
13;1800
13;6021
13;9202
13;3081
13;3259
14;2848
14;5582
14;2912
14;8822
14;4318
14;2417
14;3594
14;2198
14;2417
14;2624
14;9561
14;4048
14;8885
14;7798
14;655
14;8157
14;4753
14;3168
14;1952
14;1356
14;1032
14;1850
14;9931
14;4260
14;5586
14;521
14;8016
14;8196
14;9566
14;583
15;3002
15;3334
15;1007
15;8912
15;9192
15;4723
15;8912
15;6710
15;177
15;5077
15;7997
15;6710
15;4542
15;1223
15;972
15;427
15;5786
15;9417
15;9202
15;6021
15;3081
15;3259
15;9158
15;7072
15;5051
15;4611
15;1895
15;5641
15;3092
15;4633
15;4782
15;5002
16;5930
16;9318
16;6099
16;1895
16;1102
16;2309
16;7072
16;9460
16;3514
16;4611
16;7072
16;3497
16;5876
16;4129
16;6761
16;4223
16;4714
16;9754
16;1775
16;872
16;3486
16;521
16;8016
16;8196
16;9566
16;583
16;7777
16;2282
16;655
16;4048
16;9561
17;5499
17;7930
17;1545
17;8511
17;1378
17;1096
17;8511
17;2947
17;6652
17;2459
17;1686
17;2947
17;3345
17;5586
17;4384
17;5792
17;1850
